unsorted_times,reversed_times,nearly_sorted_times,sorted_times
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
40000,40000,40000,40000
