unsorted_times,reversed_times,nearly_sorted_times,sorted_times
635,369,410,291
287,215,310,267
239,225,279,268
207,196,276,213
210,200,243,211
230,182,250,210
205,183,231,211
206,180,230,212
206,183,228,212
206,183,228,211
208,187,229,211
208,181,230,209
207,181,230,211
206,183,228,209
207,181,229,209
206,181,229,211
207,182,230,209
206,182,229,210
208,182,229,210
207,181,229,211
207,181,229,209
207,182,231,211
206,187,228,210
207,180,228,210
207,186,229,210
207,181,231,209
207,182,228,209
207,186,229,210
207,181,230,209
207,181,230,211
207,187,228,210
208,181,229,209
207,179,229,209
209,181,229,210
209,181,230,209
207,179,230,211
207,182,231,210
206,181,229,210
207,180,230,210
207,180,230,211
207,180,229,209
206,180,231,210
207,180,227,209
207,181,227,210
207,181,229,211
207,179,229,210
207,181,231,211
207,180,229,210
207,181,230,210
207,181,229,211
207,180,229,210
207,181,228,211
207,181,229,209
207,180,231,210
207,181,229,210
207,181,230,211
206,181,228,211
208,180,228,211
207,181,228,210
207,180,230,210
207,181,232,211
207,181,229,211
207,181,229,209
208,180,230,211
208,181,231,210
230,181,229,211
215,180,231,211
208,184,231,211
208,181,232,211
207,180,229,211
209,181,232,210
208,180,231,211
208,180,231,211
207,180,229,210
207,181,231,212
208,181,230,210
207,181,231,211
208,180,230,211
208,181,231,212
207,181,231,211
207,181,231,211
208,181,229,211
207,181,231,212
208,180,230,211
207,181,232,211
208,181,229,211
208,181,231,211
209,180,230,211
207,180,231,211
208,181,229,211
207,180,229,211
208,181,231,211
208,181,232,211
208,181,230,212
207,181,230,212
207,181,231,213
207,181,231,212
208,181,229,211
206,181,230,211
208,181,230,211
