unsorted_times,reversed_times,nearly_sorted_times,sorted_times
13499,5118,2463,2137
1844,1791,1754,4525
1695,1646,1775,1626
1680,1751,1771,4013
1614,1580,1688,1668
1690,1652,1695,1666
1596,1675,6960,15244
1593,1563,1749,1950
1562,1691,1680,1238
1614,1573,4107,1202
1622,1692,1708,1428
1645,1556,1686,1358
1568,1649,1708,1366
1572,1611,1626,1362
1586,1633,1693,1363
1567,1612,1696,1351
1624,1591,1713,1351
1586,1625,1657,1364
1562,1659,1718,1353
1599,1679,1719,1342
1601,1561,1696,1351
1577,1612,1731,1335
1570,1658,1746,1336
1548,1722,1750,1357
1557,1543,1707,1350
1570,1705,1697,1364
1621,1656,1799,1337
1545,1622,1711,1341
1609,1639,1727,1362
1591,1624,1734,1566
1567,1614,1809,1334
1576,1645,1737,1355
1590,1600,1748,1338
1588,1601,1792,1382
1585,1712,1635,1373
1600,1658,1759,1374
1558,1682,1654,1340
1566,1715,1731,1357
1545,1654,1693,1339
1578,1667,1806,1371
1559,1723,1605,1338
1555,1616,1828,1534
1582,1726,1645,1343
1620,1710,1759,1354
1618,1689,1684,1348
1540,1701,1809,1346
1586,1657,1709,1360
1623,1699,1734,1372
1642,1693,1707,1354
1573,1775,1728,1344
1622,1596,1764,1336
1600,1714,1670,1373
1654,1633,1628,1338
1575,1711,1750,1339
1557,1787,1738,1358
1600,1672,1710,1514
1618,1716,1724,1334
1664,1681,1719,1339
1627,1668,1761,1340
1596,1726,1682,1358
1677,1678,1720,1347
1598,1663,1710,1336
1569,1614,1783,1365
1587,1646,1772,1343
1683,1665,1610,1341
1650,1706,1784,1363
1705,1609,1758,1343
1630,1712,1681,1340
1605,1736,1712,1383
1594,1682,1697,1347
1647,1598,1747,1354
1604,1667,1679,1337
1603,1720,1774,1365
1636,1703,1678,1342
1609,1640,1687,1341
1745,1695,1731,1337
1622,1638,1721,1339
1636,1689,1829,1352
1648,1677,1733,1343
1573,1658,1716,2604
1650,1658,1706,1344
1634,1674,1763,1365
1616,1661,1737,1357
1665,1704,1730,1365
1612,1610,1781,1344
1619,1747,1707,1372
1639,1770,1686,1350
1645,1635,1690,1350
1573,1681,1729,1348
1633,1715,1711,1367
1562,1693,1772,1374
1604,1645,1664,1615
1574,1786,1768,1344
1621,1676,1758,1343
1607,1645,1732,1345
1628,1703,1731,1355
1643,1663,1678,1340
1599,1719,1704,1352
1690,1628,1682,1340
1648,1642,1670,1346
