unsorted_times,reversed_times,nearly_sorted_times,sorted_times
1301082,1234202,1604005,1321238
1249805,1301439,1605138,1396797
1278482,1258784,1585953,1234763
1205925,1272136,1700766,1203505
1297508,1322867,1652004,1208556
1209639,1350498,1578531,1229711
1258806,1184928,1607712,1239575
1307098,1276856,1598164,1288263
1273979,1219164,1572504,1220400
1273483,1236416,1575252,1275808
1253156,1307256,1673625,1310283
1307848,1290185,1606131,1224122
1245909,1227590,1594583,1201400
1302429,1184974,1590820,1307558
1295852,1192854,1516997,1301188
1317017,1229732,1567115,1259814
1328307,1194644,1492965,1268798
1212581,1200241,1504269,1181780
1353209,1182088,1609720,1163295
1255782,1204459,1599212,1266556
1164693,1213844,1563731,1183216
1141141,1212079,1533894,1199671
1157512,1228739,1486924,1261579
1176814,1158040,1507720,1244595
1166141,1126675,1669561,1196783
1216635,1136118,1563055,1303783
1150392,1132308,1513732,1180469
1149970,1270098,1545536,1134596
1215077,1160042,1529467,1150224
1290556,1225371,1606344,1200644
1235613,1172956,1623475,1227010
1206484,1130904,1507656,1211166
1157501,1130235,1525244,1213797
1225262,1140545,1488970,1176177
1161485,1122349,1630381,1177134
1231749,1118502,1592735,1243791
1191334,1140670,1560533,1230199
1255962,1132911,1516774,1178537
1207579,1397983,1545294,1178350
1181490,1191446,1584745,1155534
1223600,1131759,1648273,1144454
1178418,1132403,1480905,1162000
1156841,1143202,1494805,1166348
1137906,1223615,1524937,1259059
1174528,1137534,1565552,1155725
1147433,1185231,1507140,1151427
1143453,1167349,1533978,1290010
1178575,1183320,1555592,1381665
1210829,1194457,1518046,1167106
1204039,1145839,1563482,1215396
1226440,1227852,1508378,1142711
1224791,1115153,1489103,1216891
1193244,1198637,1493559,1208887
1203287,1285973,1584173,1195670
1233141,1271540,1494978,1189796
1163792,1137546,1538425,1162976
1177612,1127879,1543179,1167438
1303491,1126978,1616403,1221399
1285621,1205372,1515741,1135241
1265660,1253914,1573496,1150706
1155340,1108032,1558421,1233579
1178922,1125296,1580143,1146577
1138702,1185825,1594701,1209168
1242732,1279484,1582614,1207602
1182441,1439314,1587500,1216572
1145595,1234541,1714829,1165808
1166419,1115318,1553601,1160649
1133126,1144302,1626908,1139094
1291577,1230105,1502769,1198749
1286558,1128261,1502825,1156327
1262733,1147918,1599084,1207213
1198281,1165699,1543754,1218935
1145631,1268582,1545908,1212106
1142309,1220766,1560973,1168907
1219775,1169174,1557238,1197461
1156518,1236134,1566243,1137830
1146509,1126431,1497315,1149244
1239600,1194748,1558138,1291911
1192742,1279244,1684086,1174433
1221165,1123141,1500295,1210296
1159896,1208617,1514883,1174373
1153885,1179855,1552921,1268818
1172718,1125628,1538012,1315715
1144843,1224763,1480168,1249750
1209339,1130107,1496982,1147849
1155230,1211626,1567515,1172430
1156135,1248537,1518203,1145854
1158428,1123440,1594529,1161137
1141866,1148144,1566917,1137011
1153831,1220042,1609300,1188834
1153935,1267495,1495953,1176499
1236593,1254600,1581988,1175445
1211942,1194961,1571971,1154194
1197346,1218049,1530217,1167261
1272983,1124373,1515425,1270543
1244707,1199879,1561474,1251348
1275364,1179766,1485180,1288668
1218918,1122395,1535104,1340969
1214896,1178776,1496283,1185361
1255924,1290333,1487439,1147785
