unsorted_times,reversed_times,nearly_sorted_times,sorted_times
141565046,132827300,189600368,139330868
139217330,128760896,186414301,138348806
139231660,129249858,187072698,138244683
137673595,130343772,186016059,136886912
138532987,130629633,185990543,136779381
138695438,130327540,185647692,137564320
139198337,130162506,185423674,138868812
139400501,130147742,190725241,138753874
138840590,129699748,187019299,136471023
138381648,131015033,185934430,137982332
138043212,128739926,186533184,136776987
139036336,129557760,188425101,138578705
138280009,129037165,186718633,136789933
139562197,130346050,185317400,137138859
137730577,128406402,185562227,138285909
137229750,128858771,185372361,138326875
138244159,129346054,186800300,138023467
140300577,130824136,185449718,136920937
138114920,131605073,185837592,136444986
138295093,128892134,184756470,137257872
138158634,129858125,186692577,138149539
138712080,129668864,185166652,136943630
137907388,130816355,184934927,137288960
138558139,129404920,186459027,136662036
136293077,129859773,184231968,136999393
138704517,129900391,185129531,138189600
137350973,128402007,185019764,137444498
140668654,130099529,186409736,137651627
137009460,130174850,184886219,137441332
138741314,127769856,185071586,137875513
137755868,128436141,184170896,137994178
138447577,130541832,185069178,137661072
136858347,131261184,185450548,139342381
138382069,129552468,184866825,138400898
138026046,128476836,185950453,137936816
138841550,129686235,185614257,139329337
138682064,129410490,184363140,138595913
137170163,128414596,185652299,138317330
137191061,130308853,187676941,139370342
137860375,129722976,186090176,138129555
138130236,128906537,185804486,138942327
137836583,130152809,184540488,138507307
137970969,128570309,185447046,138398269
138292247,129145856,185391684,138110638
137197700,131590620,185064615,137769021
139024882,130409970,185639200,139653108
137985885,128920084,184229935,136388080
138025794,128551385,185597822,137362779
137178023,129517892,185493582,137569233
139240268,128934724,186000203,137271545
136883160,129505452,185022030,136051550
138674017,128776827,185385743,137267501
137735636,131933435,184255634,138123630
136935953,133871948,187019016,138753577
137120217,131938527,186303304,136723030
136945714,130920360,186145154,136864594
137604925,129227956,184509758,138760508
137625838,129111697,185898788,137100329
137353971,128686872,189036720,137829906
139302387,129434078,184852411,138573938
138623961,129420628,184542644,137459392
140873700,129043963,184479819,137372729
138674300,130688672,185980763,137738538
139612511,129046078,184761894,137036408
137492359,128873008,184507927,138904711
136910642,131896469,185082331,138277356
138767083,127653068,184847913,137632924
136782409,130102808,185155195,138206246
138062659,131339679,186221798,138666385
138385521,129652187,185206275,137907465
137458068,129154409,184704948,139002011
137712721,130205652,185108256,138273377
137783473,129558714,186806710,137755810
138420378,129501815,186194904,137123413
138781564,129903631,185099040,137996320
137359968,128998759,185731271,137604352
139889867,129823462,184915593,137728903
137271320,129771698,189170186,137676190
137548874,129673751,184033117,139216511
136460798,128883336,186115740,138823525
138824302,129123983,184281250,137488515
136698052,128345317,187772740,137790120
137251781,129025335,185661744,136967606
138099887,128623232,184725269,138077639
138321030,130541770,184880469,137520707
137168132,129335303,184486836,137456086
137759355,130624064,185360462,138405389
137637666,129995069,185224611,138646980
137861829,128810522,184918118,137939717
138608977,129052112,184598489,137651792
139274790,128709175,185617813,138581343
137920240,129620929,184465934,137333053
137466163,130446906,185111506,138661644
137539926,128938443,184853310,139492741
138118181,132431524,186542746,137304154
136989788,129093519,184837888,136713124
138366233,129861227,187747304,138258793
137659552,129880296,186464775,136725163
137294400,129921563,185568778,137507442
136892980,129723015,187944713,138079497
