unsorted_times,reversed_times,nearly_sorted_times,sorted_times
3577,3340,5330,3334
3072,2865,4560,3044
3031,2837,4258,2968
2956,2836,4327,2964
2923,2828,4235,3007
2930,2833,4175,2951
2922,2850,4158,2949
2920,2834,4132,2938
2930,2833,4154,2947
2959,2830,4122,2930
2922,2826,4134,2932
2925,2825,4116,2924
2934,2836,4139,2932
2919,2821,4126,2933
2917,2825,4156,2936
2936,2827,4132,2934
2911,2828,4124,2937
2922,2834,4115,2964
2916,2833,4125,2934
2922,2833,4120,2932
2953,2829,4124,2941
2949,2830,4117,2927
2936,2826,4137,2940
2939,2823,4148,2943
2919,2821,4118,2943
2915,2824,4117,2931
2911,2827,4119,2966
2912,2829,4110,2953
2912,2830,4135,2948
2919,2834,4141,2938
2923,2831,4140,2949
2927,2829,4127,2964
2924,2826,4137,2927
2920,2834,4131,2944
2921,2824,4134,2932
2917,2822,4127,2936
2913,2826,4122,2947
2910,2828,4138,2961
2914,2830,4118,2941
2920,2832,4114,2933
2924,2832,4120,2946
2924,2828,4132,2929
2921,2827,4128,2927
2920,2829,4135,2941
2920,2824,4140,2943
2914,2822,4161,2944
2913,2823,4127,2962
2925,2826,4119,2951
2914,2827,4124,2952
2917,2828,4119,2948
2940,2833,4133,2948
2923,2836,4130,2937
2926,2831,4130,2928
2925,2828,4132,2929
2919,2824,4127,2942
2918,2834,4119,2947
2918,2820,4120,2948
2918,2826,4131,2939
2913,2827,4121,2938
2915,2832,4132,2939
2917,2832,4143,2947
2921,2835,4130,2935
2936,2832,4129,2940
2927,2828,4136,2950
2918,2827,4110,2928
2920,2831,4145,2934
2914,2822,4138,2969
2918,2823,4126,2950
2912,2826,4124,2958
2924,2832,4122,2937
2948,2831,4126,2962
2918,2831,6551,2946
2940,2831,4137,2941
2947,2832,4146,2952
2923,2828,4148,2928
2918,2823,4127,2944
2921,2820,4116,2947
2914,2825,4144,2950
2916,2826,4118,2962
2915,2861,4133,2981
2918,2831,4129,2950
2918,2831,4141,2933
2924,2832,4135,2956
2920,2834,4131,2930
2925,2830,4139,2948
2922,2824,4104,2951
2916,2820,4121,2950
2916,2824,4119,2936
2911,2842,4140,2936
2917,2833,4155,2940
2917,2827,4131,2960
2918,2831,4099,2944
2917,2830,4125,2963
2922,2834,4134,2939
2926,2832,4121,2938
2924,2828,4121,2941
2922,2826,4132,2930
2918,2823,4151,2962
2913,2820,4114,2972
2916,2823,4110,2941
