unsorted_times,reversed_times,nearly_sorted_times,sorted_times
137648453,130867175,186994692,137900372
135904178,130407319,184666508,137147574
137272427,129233361,186175451,135538791
136632205,127972260,185474282,136155616
136201546,129269621,186165128,135597112
135746855,128431820,184546342,136724347
136107430,128964461,183550758,136462255
138305156,129283973,183796031,135801629
136822677,128844445,183937015,135392264
136056382,130485493,184232798,139332637
135764288,129773041,184418386,134984207
135420779,128511135,184366936,136924898
136400792,129504350,186978065,136172942
135746327,128075847,184445039,137054501
136708698,128798117,185739058,136003431
137580549,129376591,185032421,136171951
137516496,129902845,185569006,136888625
137009730,127884300,184629193,136957488
136375140,130353031,183675261,136958204
135133893,129217204,183992283,136040377
140408574,128533385,183561066,137415215
136666368,129588974,184194332,136061984
136144780,128476746,184974979,135959544
135587601,129288740,184586109,136007430
136663809,129234305,186775544,137141857
135538986,128576190,184130677,135519124
137778181,128602363,184259318,138016827
134814567,128547246,185915888,137237170
137452857,129229105,183413935,136299809
135514474,131519807,184030678,135766073
135099172,130557249,184383632,135749697
137624091,127896735,183322086,135885464
136372367,128353648,183967159,135341353
135462086,128125197,184965170,137572349
135638987,128065006,184211211,136827139
135343374,128604281,183238359,136863800
136355993,128204314,183663369,136143520
135610007,129091585,183750942,140748316
136419500,129294844,184507022,135551811
135298190,128293911,184633565,136442656
136216929,130033636,185737147,137591962
137454169,130101030,185768880,136620231
136328791,128642592,185719106,135944713
135391535,128312425,184305904,137377162
136812620,129259934,184869110,136581201
136054347,128675005,183866883,136884596
136488412,129764557,184900534,136745943
136133836,128289340,183836354,135000325
135821394,128361085,186619441,136875855
135657485,128684414,186248888,136717314
136023812,129093642,185402779,136906220
135744680,128101606,184306798,136706133
136582022,131157718,183790181,135968616
134877516,128665202,183918392,136397180
136469773,128411965,185944338,136686445
135193955,129043436,187940869,134899781
136761373,128783448,187438340,137109941
135459047,128400289,184097584,137172516
137556395,128627210,188341395,136333502
137004841,128863605,187016570,136216949
137164986,128969715,184278052,135403806
135905425,130330543,185299628,137085801
135267503,128033427,185314679,136577253
134609293,129238662,184271525,135252173
136225137,128339097,182884154,135329210
135785409,129577308,185691917,136569814
134987248,127967055,183489764,136551897
135867418,129468919,184675207,136095103
136325677,129091814,183732490,135991871
134693620,129437123,186138881,135669812
134982927,130004277,184444996,136022691
135403287,130146199,185014166,136017608
134587396,128975142,183488820,136308689
136483891,128424357,186260593,137389739
136231459,129072455,184055494,136091363
135556404,132264886,183782424,135193101
137873148,129929845,183740946,135245903
135969789,131531691,184253823,135897709
136145082,129012155,183234916,135701138
136505181,129249863,184494578,135750247
136529024,131011999,183808589,137077862
135439017,128138460,184414371,135533612
135474937,129681741,187123176,136160799
136315286,129361353,185545459,140472296
135265539,127957543,184937001,136562411
136590172,128291377,185427573,137325149
137094609,129699315,184276597,136590785
135242097,129159451,185627327,137024182
135280438,127604977,184775584,137247043
135850261,129887474,186653914,137595052
136072234,128669099,185051070,137259686
136054863,128634227,183735069,135574553
135506149,129295942,184685037,134792239
135699102,128371654,185058468,136325152
135182387,128244118,183541745,135811863
137033848,127791308,186987161,136251011
135330175,128992648,184673276,136299989
136147492,128434191,183609812,135951032
142195866,130908351,184828150,135859578
136565345,129675580,184658432,137496318
