unsorted_times,reversed_times,nearly_sorted_times,sorted_times
25587,16161,21498,16480
16224,15699,18621,16044
15985,15365,18413,15979
16055,15354,18162,15771
15904,15355,18266,16004
15914,15342,18160,16034
15801,15274,18247,15952
15857,15385,18108,15914
15916,15250,18346,15749
15860,15434,18379,16000
16019,15268,18341,15789
16245,15425,18305,15853
16076,15405,18407,15899
16140,15311,18388,16040
16309,15306,18401,15938
16454,15338,18363,15861
16400,15309,18394,15822
16140,15337,18428,15915
16184,15315,18386,15926
16107,15350,18402,15913
16176,15342,18340,15919
16330,15287,18339,15861
16406,15366,18130,15886
16340,15304,18377,16067
16391,15356,18432,15969
16165,15495,18360,15927
16263,15496,18357,15974
16205,15266,18345,15968
16149,15539,18117,15853
16111,15263,18352,15978
16293,15551,18371,15838
16359,15596,18401,15954
16393,15398,18315,15793
16266,15365,18376,15844
16239,15296,18397,15973
16159,15324,18369,15832
16084,15313,18365,15938
20012,15409,18226,15742
16148,15332,18371,15782
16411,15334,18473,15967
16083,15452,18340,15800
16217,15349,18705,15804
16258,15338,18516,18105
16318,17706,18270,15867
15951,15424,20481,15855
16124,15368,18087,15953
16355,15376,18126,15975
16264,15312,18127,15823
16381,15310,18134,16006
16489,15407,18302,15845
16046,15330,18179,15966
16274,15328,18236,15866
16232,15450,18350,15886
16166,15608,18235,15840
16245,15337,18236,15884
16301,15590,18225,16031
16328,15288,18133,15970
16001,15450,18278,15973
16218,15317,18198,15919
16319,15368,18159,15824
16328,15408,18221,15844
16274,15636,18176,15917
16014,15304,18169,15960
16226,15626,18219,15848
16315,15378,18250,15899
16060,15378,18290,16021
16388,15352,18162,15986
16056,15309,18174,15804
16281,15308,18319,15947
16313,15240,18285,15869
16216,15357,18138,16004
16086,15306,18224,15942
16102,15459,18060,15787
16235,15308,18337,15913
16113,15393,18230,15844
16170,15300,18228,15978
15965,15248,18266,15755
16138,15514,18092,16012
16136,15442,18348,16025
16235,15254,18264,15994
16070,15444,18081,15998
16315,15300,18264,15945
16262,15471,18052,15779
16625,15332,18307,16009
16274,15453,18075,16001
16350,15430,18268,15920
16240,15361,18075,15811
16266,15339,18283,16007
16122,15344,18090,15968
16053,15322,18271,15955
16162,15432,18092,15905
16381,15493,18247,15911
16331,15430,18072,16003
16075,15414,18068,16068
16238,15460,18176,15977
16034,15595,18105,16035
16079,15349,18210,15896
16245,15437,18140,15925
17854,15446,25565,15846
16331,15373,18216,15862
