unsorted_times,reversed_times,nearly_sorted_times,sorted_times
17172,11068,10832,10246
10180,10127,9714,32422
9153,9822,9237,7986
9361,9913,9215,7538
8981,9620,9653,7402
9369,9746,9444,7347
8738,9688,17439,7549
8860,9715,9194,7350
8210,9421,9045,7256
8871,9801,117083,7223
8512,9664,18106,7213
8329,9874,8290,7229
8792,9538,7855,7281
8168,9699,7583,7219
8275,9395,7517,7230
8026,9585,7617,7221
8461,9732,7619,7254
8633,10007,7551,7300
8148,9680,7507,7202
8665,9688,7495,7213
8743,15498,7575,7270
9172,10086,7535,7199
8964,9656,7508,7239
8806,9679,7509,7308
9190,9313,7502,7243
9245,9606,7535,7167
8793,9283,7473,7219
8995,9846,7537,7192
9011,9601,7487,7185
9140,9426,7666,7280
19744,9275,7537,7209
9094,9438,7517,7230
8990,9296,7514,7226
8846,9785,7493,7231
9301,9459,7505,7188
8946,9337,7543,7231
9187,9652,7419,7246
9472,9503,7429,7179
9136,9301,7407,7162
9318,9498,7391,7188
9119,9273,7377,7247
9093,9507,7347,7190
9462,9480,7390,7267
9039,9811,7376,7200
9137,9509,7390,7150
9362,9649,7373,7189
9254,9970,7382,7201
9437,9720,7343,7214
9547,9701,7551,7155
8969,9626,7289,7180
8998,10100,7354,7154
9348,9847,7407,7115
9152,9516,7388,7141
9030,9821,7391,7239
9336,9640,7382,7082
9038,9547,7327,7216
9293,10053,7355,7233
9549,9857,7417,7148
9106,9469,7358,7137
8896,9623,7312,7231
9222,9830,7367,7165
9174,9594,7340,7145
8958,9630,7311,7309
9149,9590,7401,7183
9127,9684,7364,7197
9737,10215,7715,7489
9448,9753,7408,7172
9427,9925,7416,7105
9005,9586,7375,7107
9254,9372,7367,7125
9627,9871,7364,7122
9350,9831,7399,7177
9531,9772,7412,7170
9470,9681,7367,7116
9413,9831,7392,7174
9722,9693,7388,7101
9536,9464,7370,7165
9505,9712,7415,7202
9395,9942,7360,7159
9411,9575,7348,7163
9310,9782,7425,7266
9455,9353,7391,7138
9354,9591,7405,7186
9148,9933,7373,7349
9191,9633,7462,7184
9530,9856,7558,7254
9321,9897,7410,7190
9657,9831,7362,7165
9235,9644,7413,7167
9527,9742,7343,7186
9184,9767,7429,7166
9306,9626,7415,7160
9152,9854,7393,7086
9454,9915,7378,7163
9442,9629,7377,7180
9812,9724,7349,7111
9668,9750,7328,7197
9548,9329,7304,7141
9645,9822,7526,7195
9381,10005,7437,7181
