unsorted_times,reversed_times,nearly_sorted_times,sorted_times
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
128,128,128,128
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
256,256,256,256
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
512,512,512,512
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
1024,1024,1024,1024
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
80,80,80,80
