unsorted_times,reversed_times,nearly_sorted_times,sorted_times
3839531,3502204,8845808,3633310
3747363,3559767,9446195,3793711
3472323,3487321,8808739,3633812
3641313,3593428,8384809,3619735
3653669,3571241,8566372,3621090
3644927,3492407,8543147,3634486
3449305,3486928,8402770,3632003
3464194,3310239,8742432,3547809
3457067,3309963,8613526,3438004
3436646,3304618,8350212,3490960
3440082,3330461,8708894,3442331
3625982,3334014,8429147,3433240
3434951,3370717,8389247,3449289
3436091,3314148,8434020,3460323
3463961,3351593,8543654,3449799
3641099,3589288,8510396,3461804
3714509,3499891,8380837,3465426
3759259,3314831,8386135,3432950
3466606,3619761,8913679,3489267
3617861,3342558,8378099,3542144
3434073,3572970,8669875,3452860
3520229,3304840,8398887,3454945
3602297,3297826,8386272,3427794
3470413,3313820,8822180,3426643
3440020,3300933,8735142,3427296
3442784,3303474,8448476,3506106
3669479,3314274,8375697,3602506
3437725,3307753,8390479,3772888
3474591,3417320,8449992,3556791
3441876,3306383,8559018,3602496
3583147,3311434,8424938,3602433
3464149,3390438,8525352,3432748
3426107,3433241,8570764,3439754
3441353,3334579,8539360,3458566
3451280,3651662,8416458,3479591
3447878,3445350,8368589,3584690
3472119,3389265,8825782,3658101
3447516,3307856,8381606,3456925
3442576,3772876,8397603,3683690
3451549,3319799,8415389,3499785
3436317,3324322,8782527,3435225
3452813,3316480,8383514,3430443
3434265,3326627,8405721,3445563
3424813,3365112,8347653,3455603
3467967,3295444,8575274,3444779
3447693,3307487,8495019,3673365
3449094,3307451,8447215,3461802
3475707,3301582,8386815,3427141
3431054,3341016,8527138,3433764
3463542,3564668,8481189,3432911
3459403,3312905,8535606,3480412
3430988,3572384,8418144,3718734
3435456,3306415,8618175,3468950
3470294,3384745,8465521,3464837
3463691,3315107,8782277,3443524
3943617,3311998,8387288,3453439
3493359,3725758,8418873,3464514
3470956,3633829,8524631,3431034
3431783,3312497,8731027,3472710
3429068,3311612,8391172,3436097
3489629,3346113,8348338,3461485
3435775,3471425,8431671,3448390
3436062,3352662,8369908,3445020
3426710,3327046,8545832,3428236
3628666,3324741,8699698,3423207
3451458,3508527,8487773,3429316
3480149,3539114,8404483,3520254
3465559,3305349,8406874,3489590
3467326,3315305,8406877,3459186
3423196,3320710,8554337,3458490
3430475,3307997,8605451,3686494
3505533,3318836,8572129,3448219
3465372,3308801,9064925,3431426
3444174,3318673,8390482,3455464
3572598,3344088,8442846,3558334
3431730,3313419,8529952,3478357
3460125,3441488,8466380,3428089
3433659,3316284,8408834,3445647
3608338,3301382,8636649,3832964
3427672,3313017,8445937,3593777
3432791,3330685,8521224,3463231
3440175,3393684,8623594,3703361
3472333,3525135,8543943,3425441
3637829,3371981,8530371,3453843
3431589,3335782,8432392,3426719
3438341,3309674,8635335,3489967
3601968,3333959,8471902,3447115
3467324,3308946,8565182,3437376
3449239,3324761,8380546,3431104
3440756,3314842,8468867,3471316
3434261,3298439,8693935,3448002
3432664,3637051,8597055,3433901
3440469,3329353,8441073,3703548
3449713,3330888,8403793,3726702
3542135,3307516,8409711,3571507
3440223,3314724,8467623,3568905
3433193,3308412,8693501,3461615
3452060,3325964,8366301,3461848
3463298,3331656,8773453,3553211
3443451,3309636,8930893,3447848
