unsorted_times,reversed_times,nearly_sorted_times,sorted_times
3509,1921,2033,1762
1622,1556,1566,1449
1496,1458,1586,1474
1474,1509,1561,1537
1450,1453,1572,1509
1461,1445,1498,1453
1443,1507,1515,1425
1395,1453,1450,1414
1413,1485,1504,1486
1403,1429,1502,1443
1429,1475,1490,1496
1427,1435,1493,1448
1390,1524,1504,1457
1411,1410,1506,1464
1415,1456,1498,1440
1393,1446,1486,1468
1362,1464,1501,1449
1474,1460,1547,1472
1411,1487,1503,1456
1391,1439,1488,1486
1438,1504,1460,1476
1432,1436,1487,1485
1417,1503,1507,1545
1417,1430,1532,1423
1441,1413,1467,1501
1408,1488,1476,1456
1421,1510,1528,1463
1458,1486,1501,1482
1388,1496,1590,1508
1376,1452,1451,1452
1417,1437,1494,1515
1476,1442,1523,1451
1381,1417,1477,1547
1403,1493,1548,1437
1482,1426,1492,1496
1406,1513,1512,1448
1394,1395,1519,1455
1436,1481,1499,1472
1384,1497,1457,1533
1404,1416,1544,1416
1405,1425,1538,1509
1443,1415,1486,1468
1427,1447,1561,1470
1457,1401,1491,1466
1418,1423,1538,1498
1411,1465,1474,1440
1449,1445,1513,1493
1453,1493,1485,1461
1407,1387,1491,1508
1404,1444,1534,1465
1479,1448,1482,1498
1412,1408,1518,1518
1403,1457,1498,1466
1461,1435,1519,1423
1381,1480,1503,1485
1441,1413,1527,1434
1419,1400,1524,1442
1424,1501,1481,1519
1431,1438,1523,1440
1444,1453,1522,1486
1449,1456,1513,1473
1423,1467,1510,1469
1431,1434,1540,1459
1425,1426,1562,1416
1472,1482,1488,1453
1508,1411,1482,1455
1421,1431,1557,1518
1454,1445,1532,1449
1463,1403,1535,1477
1380,1466,1503,1447
1432,1412,1534,1417
1417,1419,1471,1471
1435,1421,1541,1453
1469,1441,1477,1441
1413,1473,1510,1462
1433,1454,1512,1424
1452,1475,1452,1466
1409,1442,1523,1472
1427,1454,1498,1474
1456,1427,1558,1446
1461,1451,1494,1406
1392,1431,1524,1483
1466,1464,1508,1436
1460,1476,1471,1464
1460,1443,1509,1468
1419,1413,1505,1415
1429,1429,1478,1464
1436,1393,1471,1427
1449,1491,1512,1427
1448,1388,1489,1502
1436,1395,1450,1437
1427,1470,1494,1404
1421,1393,1501,1503
1420,1487,1475,1469
1413,1429,1535,1507
1457,1432,1483,1453
1437,1438,1554,1471
1416,1445,1551,1424
1484,1435,1503,1393
1404,1401,1490,1542
