unsorted_times,reversed_times,nearly_sorted_times,sorted_times
44628502,40212588,106716999,45564239
43820036,40163880,105406498,45150573
44184567,39140376,104669622,44243095
44589646,41201829,105493401,44648337
44047391,39643142,104620417,43999909
43432852,40844266,104788518,44123370
44519075,39704438,105580131,44497508
43403895,40478692,105824046,44269813
44668622,39674988,104391759,43695214
44532044,39822553,105052169,43485279
44108759,39678245,104451264,44215697
44250895,39392955,105469517,43556564
43987789,39345384,106165602,43427059
45280696,39910298,104959964,44896890
43831245,39595198,105303857,44277952
43920959,39265334,105211647,44339898
43660311,39444152,105032460,44212298
43306090,39967503,105017815,44370030
43877240,39755047,105908640,45673157
43806801,39649649,104659760,45199791
44486672,39859961,105035732,43529837
44476157,40536894,105868729,45246149
44695256,39170300,105230466,43917015
44156956,39431574,106304179,43798554
43805144,39532861,104270983,44304121
44149900,39374552,104796197,44771616
45534665,40122818,105275573,44012784
44300639,39646634,105120606,44953021
44467848,40465990,104806044,43508413
43843981,40869258,105916926,43585962
43429826,39888469,104893500,45122177
43725389,39521049,106414949,44974440
43940367,41099722,104624708,45258420
44508537,40526189,105519486,44204339
43604609,39368536,104599459,44878596
45108281,39998164,106870118,44944630
44594027,40331813,104474949,44564895
43574194,39100170,104524874,44402434
45962628,39120823,106215150,43787766
44246799,39265914,105101519,44323660
43970910,40146107,104670584,43867972
45453600,40561750,104807883,43615304
44331551,39887818,105247561,44080268
44094717,39297549,104832920,44275038
43826610,39506780,104591772,43426183
44763991,39346289,104728089,43808826
43547039,40160391,105128722,44383974
44346652,40498883,105527380,44731747
45529206,40328747,104437752,43962720
43880028,40110762,104186927,43613236
45307765,39577907,105117477,44878846
44284313,39670352,106471916,44760727
44886407,39817615,105713058,43802956
44302809,39560433,105518499,43884388
44656566,39367236,104048252,44109543
44513083,39952665,105826566,43733447
43500597,40044030,105676896,43399975
44458861,39874216,103791669,44792056
44201892,39713187,104928115,44602519
43965505,39961784,104670698,43961557
44254232,40449950,105694100,43779594
43707057,39256633,104788337,43744608
44269298,39516445,105993273,44633373
43614622,39431490,105307900,43562114
44413087,39731279,104597218,43692073
44394889,39535852,107177244,43717330
43785032,39304692,105533396,44536862
45116499,40458936,106365314,43814204
44927865,39841159,104176595,44201032
44681489,39924578,104761569,45116639
45609099,39812856,105358954,47142097
44175885,39749336,106891574,43598767
43480887,39238601,104752222,44093252
44274180,39600031,104645174,44409458
44485062,40005163,105737200,44072196
43765401,39518139,105102080,44184363
44734001,39766419,105122119,43871719
44488323,39702421,106452931,43986285
43686364,39321091,105210467,44246704
44680416,39879925,106849028,44849282
43961397,39945922,103484389,44241901
44369111,40113713,105886288,43786156
44039174,39199157,105150064,43691815
44637216,40292530,105359858,44243080
44503901,40673281,106053711,44584345
45623573,39991741,104994373,44418548
44588549,39729136,105892478,44086568
44909519,39181185,104038114,45522995
43483081,39587602,105527178,45412607
43606544,39743813,104849976,44469502
44183695,39652754,105655020,44996970
44410687,39421776,104912582,44656660
44454622,41262918,105171505,43791666
43949770,39477533,103671805,43436599
44323564,39560961,104502183,44034430
44399070,40727102,105229630,43834209
43827923,39972324,106189750,44345149
44191759,39666122,105106391,43713929
45267100,39201335,104377427,43723938
43901015,39642712,104538229,44186044
