unsorted_times,reversed_times,nearly_sorted_times,sorted_times
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
512,512,512,512
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
1024,1024,1024,1024
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
400,400,400,400
