unsorted_usage,reversed_usage,nearly_sorted_usage,sorted_usage
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
4000,4000,4000,4000
