unsorted_times,reversed_times,nearly_sorted_times,sorted_times
1938377,1891515,2261109,2101568
1970701,2017893,2225180,1867433
2010762,1916344,2189805,1887308
1952576,1966198,2176418,1813909
1876681,1821964,2328193,1822264
1964000,1960385,2324062,1925731
1928724,1904581,2309770,1973242
1893538,1960034,2224563,2011108
1845498,1943307,2253155,1884416
1880939,1932670,2222617,1868712
1794409,1808639,2125809,1919329
1821127,1809320,2188882,1804065
1720038,1766347,2192402,1781831
1752269,1792930,2238412,1792824
1781877,1944120,2145367,1905749
1799885,1900013,2098953,1882875
1768016,1837336,2265685,1815580
1863237,1785592,2131926,1744377
1721534,1841880,2128975,1837793
1741123,1761598,2138635,1772201
1816418,1834542,2094037,1830082
1725189,1800982,2071711,1753552
1745717,1742573,2102514,1727662
1740159,1723541,2171052,1852224
1908090,1848971,2138378,1721789
1804878,1907769,2070546,1726239
1897559,1728313,2098556,1762329
1827263,1986669,2182238,1796635
1781365,1932903,2184088,1841932
1771357,1809558,2090696,1857771
1809716,1782535,2139450,1777071
1758152,1752507,2240949,1819767
1840284,1797901,2047375,1747431
1783401,1885371,2172393,1765810
1719819,1755993,2128041,1877726
1761656,1731332,2207201,1866426
1787935,1873792,2199528,1816882
1793662,1713424,2080953,1825618
1777211,1792353,2067919,1751196
1744662,1864102,2054924,1767605
1740092,1959289,2077311,1838511
1863889,1770495,2179437,1813900
1783877,1852161,2139681,1878981
1769465,1841617,2229236,1854784
1827591,1749643,2212018,1774508
1893061,1870665,2083878,1778410
1868336,1753441,2161618,1850387
1867485,1729660,2074925,1715186
1847788,1727849,2135182,1765195
1752851,1869777,2112408,1748369
1772541,1787482,2061129,1805003
1719764,1786810,2064826,1861686
1796115,1759078,2165340,1847660
1822888,1987072,2107519,1711911
1849212,1773626,2086818,1924236
1878859,1744209,2176413,1804148
1724389,1844853,2264832,1849582
1903127,1780641,2143236,1733827
1760958,1741494,2121293,1778500
1714085,1733384,2111700,1742830
1746870,1766352,2215815,1789554
1727225,1828089,2174729,1838020
1862847,1719169,2053569,1807332
1777861,1791217,2054937,1735606
1744880,1783161,2058264,1866056
1752082,1868608,2179698,1860876
1727148,1808280,2204790,1850245
1823796,1814029,2137363,1778657
1794064,1723218,2139083,1841941
1733780,1822363,2143237,1744021
1715894,1768637,2089555,1838562
1717850,1862396,2184512,1845809
1843595,1849084,2108574,1816308
1744717,1720035,2232499,1826040
1710991,1902189,2063925,1860770
1715091,1738150,2131926,1728198
1717383,1739009,2134451,1769177
1867224,1836312,2047481,1922902
1770723,1823825,2059078,1762756
1708669,1937671,2124719,1821755
1763040,1733957,2070295,1750603
1739188,1738526,2113435,1804958
1722224,1916684,2219863,1796657
1752765,1808954,2064703,1806926
1734194,1830963,2228950,1832361
1735951,1782285,2157620,1740041
1720414,1847250,2124655,1832118
1797796,1722911,2153216,1780693
1707480,1858554,2160105,1782127
1733274,1711898,2062143,1810613
1784195,1820619,2061655,1815520
1794998,1964008,2059830,1824398
1704953,1768038,2208830,1899439
1741779,1729687,2055981,1835291
1913229,1853630,2053621,1791587
1842117,1903158,2154047,1800148
1822014,1780130,2175121,1765087
1837265,1731263,2184538,1865662
1762815,1754885,2220354,1855144
1703454,1762503,2084794,1824832
