unsorted_times,reversed_times,nearly_sorted_times,sorted_times
321116,331468,734603,339002
320354,345498,727890,335504
318776,333657,735566,333467
319685,329776,733259,351951
322973,330554,725573,429122
322571,330630,712750,428461
321633,331664,720004,349040
319626,329264,724971,333481
314002,329662,729630,330795
314320,330181,729803,332832
320680,331126,720049,333264
319631,328589,715158,333996
317847,331102,724710,335676
318708,330553,721766,331906
316483,334666,720049,331294
331294,334955,727170,331826
318580,335917,859563,328400
316754,327100,847338,330324
318142,326793,851102,329812
319740,325280,795226,327835
314958,331470,716994,329548
317783,332285,715572,330776
319369,330024,728912,332762
323042,330844,728426,329355
349739,327275,714239,333634
339650,327264,714970,333187
328043,328722,719783,329209
325431,327495,721562,373214
318190,327759,716441,377657
318087,329208,719660,380463
317288,326599,719835,385242
319235,326545,716052,356665
332796,364156,727852,333184
321265,383344,720968,336288
322776,379025,714402,333687
315500,381582,711790,333370
318018,383658,714636,329950
327041,346796,710453,329726
321020,331088,713214,330941
316648,331305,715877,329336
330057,332010,715372,329122
319332,329148,722134,350426
314902,328835,705387,331592
313663,329848,708989,333282
317226,340298,712210,335441
315732,341723,675915,335584
314282,330734,678781,350863
318028,327976,675234,333833
330276,327342,676015,338280
319010,330353,671079,334806
320141,327956,680891,332995
316445,328512,681712,332891
319694,332384,675818,333310
327985,328605,681613,336508
327159,328014,673383,339626
329953,330266,693221,338689
318345,329847,683300,335207
320534,332005,677827,330177
319409,332491,667892,330607
320568,328752,682057,331051
324751,328230,679415,340498
318908,330175,680451,344647
330572,327337,684594,346044
323262,327540,678970,339458
318564,328947,727300,337641
334293,329434,686558,322490
319434,329290,681633,313076
317369,329575,680184,322663
317253,328656,697880,320392
318327,328224,686020,314533
331035,326803,675087,312249
319847,311877,682389,317060
315795,311913,673362,314669
314429,312992,680500,315376
313863,311414,680556,314992
315628,311322,680822,312455
314820,312213,680833,312229
318319,313365,680131,315053
316099,313671,680795,314874
316220,312729,680405,311641
319142,312473,682659,315316
306196,311619,680304,317951
298050,311004,680171,317212
298706,312403,684182,314902
298010,311710,669533,315730
303119,312242,675900,312999
305916,313771,681080,311325
301720,310729,677014,320171
305887,310590,673182,313117
305817,321719,677016,314868
299595,325523,685095,314447
303566,320834,674904,312098
301982,321646,676674,314758
298142,325177,724291,315151
301485,320770,700406,338174
306490,315286,676222,370917
303668,312628,681649,342091
307576,313520,681346,312481
304548,311771,680902,312707
311573,312994,681044,313419
