unsorted_times,reversed_times,nearly_sorted_times,sorted_times
195288465,190982478,227709629,194578634
192174055,192499045,195763650,192384429
191897627,193032018,196667366,192593312
192883041,192979412,195612814,192838227
192454170,191787707,195770983,192186428
191217664,192136700,194284519,191872330
191579780,192239271,196295941,191923431
192386888,193635847,196052448,191442816
192740487,191973233,197161620,192151786
191823843,191815022,195359175,191451040
190587249,193797540,196567106,192944897
192688312,191882097,196486720,192158882
191582106,192739892,202411103,192050002
191358067,190472599,195993405,192572599
191032691,191791780,195205945,191312041
190291646,191539062,194883820,191529540
191001315,192987105,195260927,192329558
190761006,192584524,195127313,192169637
190833507,192561675,195526499,191261617
191562457,192743529,196140257,192348366
191543130,193270553,194057332,192983195
191673399,192411554,195820485,191866719
191062861,191781667,195699548,192038280
192186989,192982826,195699079,191858051
191956141,194552159,194822839,192818548
191063378,194675208,195067775,191547595
191908311,191913454,195255738,191403939
196609682,192421221,196006310,193345681
191460243,192204725,194434660,191807497
192090174,191587048,195520437,192785964
191771201,191812204,195065702,192833053
191879466,192167493,195328936,191317297
190869297,191628095,195379915,192443656
191140892,193464106,195170003,192503309
194791711,191919179,196354829,192264873
190257095,191548539,195321498,191514138
192148248,192693315,195994720,191557787
192910840,192973906,195318205,192419350
192841378,191871873,195184727,192774236
193380731,191380948,196976290,192149810
192147269,192607503,193600213,191612225
191237232,192928767,196457640,192741680
192063743,192837160,195404863,193311737
192077594,192894805,195179718,192187427
191879710,192699769,195359054,192728020
192026108,192812520,195286581,191647851
191089908,191599808,195649426,192290504
192637258,191829081,195465957,192754505
191766525,191893765,196118178,191325561
191445648,191682154,195862733,191417395
191741176,191772918,195346296,192614094
191338069,192405264,195434946,192801709
191404232,192139212,196202464,193602717
191239827,192609828,195717030,193081014
190730151,191920272,195588029,192017704
191387735,192464011,194752685,191873865
191949665,191956169,195682143,192243833
190985661,192020528,194891440,191907942
191871305,191460258,195083967,193205519
190696589,191311157,193690403,192170668
191956699,192385300,194781991,192854483
191873112,192674586,194654044,192340268
191868170,192377370,194692541,192453279
192235643,195353336,196012349,191803203
191143702,192284401,194996537,192394142
191559993,192687414,195642661,192046591
191782764,191976634,195532237,193196186
191994238,191536388,195120397,192298840
190929548,191343486,194005672,191868286
191606588,191097821,195018644,192844287
190850838,193341148,194059115,192522799
191599338,192866345,195618417,193301182
191432196,191777450,194970402,192574879
191602923,190980928,195332115,192214595
190893086,192403269,193989767,191446773
190764195,192986395,196058395,192768426
191432138,191815156,195089826,192738625
190679739,191528087,194641502,192560440
192486205,192162334,195231807,191920441
191561395,191806572,195449497,194215523
192218922,192056465,194137549,191306972
191965494,192694569,194322097,192090686
191871039,192711106,194985569,191937316
191162184,192625493,193782427,191671275
192119915,191567923,194250252,192050661
191072598,191057763,194721602,192160440
190781536,191632953,194909553,191812898
191810872,192329467,195519593,192719079
191016618,193917001,197918618,192870431
190874919,192611014,194693779,191817824
190670959,193058948,194810962,194552109
191881098,191377665,196691750,193335750
192283677,192890469,195482652,192420239
190204445,191780732,195898029,192934142
192592012,191145745,195242670,192434274
192867820,192739302,195358346,192074825
191583764,191906388,194960908,192159775
191603237,191504918,194994326,192325096
191353079,191638057,194167163,191620782
190451714,191816134,194491829,192755990
